 Tweet,Sentiment
  blueeyedkiwi note to self take your freakin malaria medicine with dinner or die of malaria that is all ,1
  bodbod said something untweetable about the ea girls range  he also wants you to know he thinks brutal legend looks funny no snacks ,0
  bomb68 i need a hug    ,1
  canbernard lol after i sent that last tweet they actually shut up ,0
  cassiebabycakes i need a hug ,0
  crisann fun day today huge partaaay nearly peed in my pants laughing stomach hurts now time to crash ,0
  dory87 shut up manq ,0
  drrlnclye ok shut up i microwaved it meat balls was too cold ,1
  evaisonfire oh cool they shutup maybe theyre following my twitter   ,1
  ewanb1988 note to self dont get on the bus get hit by it i have really had enough ,0
  findingmickey  ohatdl fantasmic canceled ,1
  fyrfly jus got high 5 d by a mind rep god i love mental health ,0
  geeklimit note to self make sure tomato and mozzarella sandwich was refrigerated before eating it a day later ,1
   hi my name s ani i ve been an mcr fan since  03 i give a hug to mcr fans old and new  mcrchat ,0
   hmm which is worse  that im going to fail  or that i deserve to fail  criessss how issit already 7 45   where did my day goo    ,0
   hmmmm      why is dat wen u miss someone    u dont just miss them   u miss them real bad  ,1
   however i think i need more practise as i just blew lots of money on a beautiful fillet steak and ruined it in pastry  ,0
   however which is slightly dodgy but never mind off to wesh my hair then do my food tech and attempt my english seriously cbb ,1
   i also enjoy playing harmless pranks on my co workers i m very excited for the reaction ,0
   i am pregnant 6th week mario and i will be having a baby at the end of january 2010 ,1
   i ate too many ,0
   i can conquer anything ,0
   i can t get this twitter   ,1
   i dont want to be a senior i want to stay a junior and have 09 as seniors again    thank you for today and 09 reunions fo sho ,0
   i feel dumb   lord give me peace   ,1
   i hate when he randomly tells me he loves me it s like   no you don t jerk ,0
   i have an interview on friday   woohoooo    wish me luck ,0
   i have to study     ,1
   i hope i have enough time to get ready and drive to long beach in time to meet the bestie and her friends ahhh   white girls ,0
   i just got home    i have been gone for five days    though it seemed more like a month    i miss that comfy bed already ,0
   i just got shipping confirmations on xmen the original game and eragon w00t gamerscore ,0
   i know there s absolutely no link but my brain is seeing the two flight listings together and making all kinds of mental linkages ,0
   i miss germany ,1
   i personally had my fill of the sister mary margaret s something or other 12 yrs of catholic school   so done ,1
   i think i need a doctor ,0
   i think the 3 5lbs lost week is just an error correction for the supposed 2 5lbs gained last wee but it s still a net 1lb loss ,0
   i thought my sister told him we were meeting mom at mcdonalds vice versa ,0
   i took sleeping pills last night and i m still all drowsy from  em ,1
   i was an enjoyable experience as i haven t watched bob esponja in forever ,0
   i wish i couldve stayed up and watched beacon with all my ants friends but my computer wasnt acting right   watching alone at work now ,0
   i wish i lived in texas ,0
   i d clicked on the wrong link ,0
   if only i didn t feel crippled today i can barely move my shoulder and neck ,1
   if this works out well enough i might have enough momentum to launch it  officially if not it dies a quiet death ,0
   i ll leave twitterville with this i am not teyana taylor   that is all   holla at everyone before 12 noon   i try and wake up b4 then ,0
   im on that jack nicholson from  quot as good as it gets quot  type ish ocd is nothing nice to have true story ,0
   im over it ugh i never win at anything who else feels like that ,1
   such a bee you tee ful day outside and im stuck inside doing all my homework that i should of done earlier ,0
   sum breakfast the pool and now the mets nats game ,0
   system difussing quick another chase over too quick ,1
   tension headaches suck  why can t it just go away   ,1
   tgif   still no plans for the weekend need to think of something ,0
   thanks to the douche who broke into it a couple of days ago  200 bucks to break into my own car  and get new locks ,1
   that previous fact can t be true now since obama took office    lets print some more money ,1
   thats how the sopranos end    http   blip fm  4lghl ,1
   the end of the year  school year is always sad because i know i couldn t see anymore some of my friends the next year   ,0
   the model answers might all be wrong   ,1
   then again  quot bam s unholy union quot makes my relationship seem normal as well ,0
   then early night all that s missing is the bedtime story and my big box of lego ,0
   there is mold inthe hookah   ,0
   there is step up 3 be waiting for you adam baby ,0
   thinks that emily hooper is the bomb diggedy ,1
   this is y i hate driving when it rains   ppl act like they can t drive   now i gotta get my friggen bumper fixed ,0
   time 4 some pool  it s been a while ,1
   tired going to watch my grey s anatomy season 3 dvd and head to bed   night night ,0
   tired   but feels bad saying so since i haven t been up for 24 plus hours ,0
   to the sherwood forest gig in june is ther neway of getting vip tickets for that looked on the net but cant find nething ,1
   to watch them he is the biggest anti talent i ve ever seen in movie making ,1
   tomorrow we re leaving this beautiful beach  ,1
   tomorrow the most damn day in my life    school begins again miley and mandy i love your show you re so great     doo da doo l  ,0
   too bad i have no idea what to change it to ,0
   too hot to sleep tonight ,1
   tougher than the rest op de radio   da s ff geleden ,1
   trying to get over my phone call anxiety ,1
   twitter time   ,0
   ugh court ,0
   uh oh i think im getting sick ,1
   until they were at the top of the food chains to be vegetarians  i cant explain more than that sorry ,0
   up  amp  amp gettn ready to go to diego   sick  amp  amp all  lol ,0
   very sexy song it puts me a peaceful mood that s probably y i m still sleepy so i ll get at y all when i wake back up peace ,1
   wait what mr kennedy released   this is a sad day ,0
   was so close to getting my apartment ,0
   watched the great debaters twice in one night   hahaha i like it ,1
   we are heading out to take a hike   need to get the provisions ready they are the most important part to my ds8 and dd3 ,0
